Blockchain,Day,Hour,Sales,Marketplaces,Buyers,NFTs,Collections,Volume,PriceAverage,PriceMedian,PriceMax,PriceFloor
Solana,2.Tuesday,1,2990,8,902,2609,258,217507.5035,72.72066316,15.30195577,10187.46585,0.070258385
Polygon,2.Tuesday,1,301,10,149,898,45,8706.442741,9.504850154,4.554401042,358.8868021,0.910361208
Algorand,2.Tuesday,1,60,4,41,59,18,2458.191357,40.96985594,5.767282947,481.7941333,0.02353945
Flow,2.Tuesday,1,1246,6,449,1077,18,20126.36971,16.15278468,4,1389,0.3003
BSC,2.Tuesday,1,12,3,8,75,6,25518.135,340.2418,280.7125,561.425,271.8116667
Avalanche,2.Tuesday,2,24,9,20,21,13,3655.586685,152.3161119,35.56539583,1544.118826,1.389708333
Solana,2.Tuesday,2,2747,6,828,2361,233,197850.9254,72.02436309,18.89910974,3086.741186,0.120785525
BSC,2.Tuesday,2,25,4,13,28,6,14262.9325,491.8252586,280.7125,1403.5625,271.8116667
Optimism,2.Tuesday,2,429,1,378,308,32,5225.89744,11.56172,12.66,165.05,0.13
Flow,2.Tuesday,2,1187,6,491,1019,17,20136.57545,16.96425902,5,1299,0.938620104
Ethereum,2.Tuesday,2,2486,8,1964,2683,268,2481447.138,667.5940645,46.98,251380.8,0.13
Arbitrum,2.Tuesday,2,83,3,74,75,14,1794.312762,21.36086622,18.26511873,637.3887521,0.012592291
NEAR,2.Tuesday,2,7,2,5,7,5,118.3684088,16.90977269,8.257386876,82.40872103,0.01748054
Polygon,2.Tuesday,2,363,15,169,820,43,6475.066006,7.829584047,4.554401042,109.305625,0.910361208
Algorand,2.Tuesday,2,81,4,34,81,23,3360.56537,41.48846136,8.241161445,588.48625,0.013086186
Solana,2.Tuesday,3,2723,8,822,2536,249,186349.9294,68.26004738,13.36405157,3512.919258,0.013420614
NEAR,2.Tuesday,3,9,1,7,9,5,245.0042848,27.22269831,8.041048489,134.6001595,0.03719859
Optimism,2.Tuesday,3,534,1,478,362,27,6438.151559,11.81312213,12.7,228.74,0.13
Avalanche,2.Tuesday,3,36,7,25,47,21,4577.668899,93.42181426,44.47066667,1570.370417,0.139954167
Arbitrum,2.Tuesday,3,118,5,100,173,16,10125.71439,56.88603593,8.205969787,6931.698039,0.01294317
BSC,2.Tuesday,3,27,6,21,64,8,32941.94417,463.9710446,280.7125,1403.5625,271.8116667
Ethereum,2.Tuesday,3,2694,7,2080,2963,290,2288349.895,548.3704517,41.91,348015.62,0.01
Algorand,2.Tuesday,3,48,4,30,48,22,2619.932263,54.58192215,3.40793875,1883.156,2.19E-07
Polygon,2.Tuesday,3,306,12,160,495,39,5983.559184,11.9432319,2.732640625,840.2633953,0.910361208
Flow,2.Tuesday,3,1263,5,499,1097,16,20247.83313,16.03153851,4,1666,1
Gnosis,2.Tuesday,4,12,2,2,11,1,439.9758131,36.66465109,44.98934646,49.98816273,0.099976325
Flow,2.Tuesday,4,1153,6,467,984,18,17461.99794,15.14483776,4,950,1.00475E-05
Avalanche,2.Tuesday,4,30,8,27,29,16,2034.628277,65.63317022,34.186825,279.9083333,0.152867917
Algorand,2.Tuesday,4,51,4,24,50,19,1379.349081,27.04606042,3.285178997,647.334875,0.219216331
Polygon,2.Tuesday,4,376,13,178,821,38,6100.37554,7.349850048,4.551806042,354.332401,0.910361208
Arbitrum,2.Tuesday,4,151,5,121,212,24,4363.423247,20.10794123,7.507038606,629.6145717,0.07765902
Ethereum,2.Tuesday,4,2472,8,1855,2578,269,2067585.171,571.9461053,50.51,91709.74,0.01
BSC,2.Tuesday,4,17,7,11,35,9,10908.07,311.6591429,271.8116667,1630.87,271.8116667
Solana,2.Tuesday,4,2160,6,715,2103,228,163747.3195,75.77386371,16.77576732,5297.482241,0.014762675
NEAR,2.Tuesday,4,15,2,8,15,4,85.2822712,5.685484747,7.431648189,13.98443216,0.019718049
Optimism,2.Tuesday,4,345,1,302,268,34,4402.722965,12.0622547,12.71,127.1,0.13
BSC,2.Tuesday,5,10,7,9,21,9,6420.784167,305.751627,280.7125,561.425,271.8116667
Optimism,2.Tuesday,5,356,1,331,259,30,4195.18,11.3077628,12.72,50.89,0.37
Solana,2.Tuesday,5,2437,5,709,2143,233,177399.6011,72.67496973,20.23399109,5339.637272,0.084310062
Polygon,2.Tuesday,5,332,13,171,800,41,5747.43617,7.086851011,3.641444833,186.7304427,0.910361208
NEAR,2.Tuesday,5,24,1,14,24,9,481.5589296,20.0649554,2.105633653,157.3248618,0.018628665
Arbitrum,2.Tuesday,5,109,4,94,110,20,1426.2192,12.62140885,3.148072859,566.6531146,0.07765902
Algorand,2.Tuesday,5,42,3,24,42,12,2442.395393,58.15227126,8.241161445,477.4141867,0.173664885
Flow,2.Tuesday,5,1169,7,430,1000,19,20554.61514,17.5830754,4,1220,8.89812E-06
Avalanche,2.Tuesday,5,31,9,25,34,16,3687.56301,99.66386512,29.183875,1334.12,0.237922083
Ethereum,2.Tuesday,5,2353,6,1881,2545,274,2264664.476,667.6487251,50.445,250615.52,0.01
Solana,2.Tuesday,6,2715,7,686,2435,243,112039.0472,41.26668405,4.308017047,4831.420987,0.070258385
Ethereum,2.Tuesday,6,2212,7,1736,2464,265,1322894.912,394.4230508,61.16,34046.73,0.01
NEAR,2.Tuesday,6,22,1,6,22,2,10.71479311,0.48703605,0.184664427,5.263880108,0.018628665
Optimism,2.Tuesday,6,441,1,379,342,34,5646.02,11.71373444,12.74,108.31,0.13
Gnosis,2.Tuesday,6,2,1,2,2,1,289.3875019,144.693751,144.693751,288.7316279,0.655873985
Algorand,2.Tuesday,6,76,4,21,76,18,1130.049194,14.86906834,2.192163307,525.5936,0.000437995
BSC,2.Tuesday,6,27,6,24,51,9,28049.33417,529.2327201,280.7125,1403.5625,271.8116667
Avalanche,2.Tuesday,6,25,7,20,46,14,5149.341798,105.0886081,135.2867165,222.0753917,0.96568375
Flow,2.Tuesday,6,1176,6,393,1010,17,17349.89886,14.75331536,3,1111,9.3205E-06
Polygon,2.Tuesday,6,282,13,151,555,43,6097.227664,10.73455575,7.282889667,90.12575963,0.910361208
Arbitrum,2.Tuesday,6,86,4,75,106,27,866.8240522,8.026148631,3.399918687,65.47991546,0.07765902
Flow,2.Tuesday,7,843,6,320,680,15,12776.47883,15.1559654,4,1100,0.990438723
Algorand,2.Tuesday,7,60,2,20,66,12,511.4448494,7.749164385,2.192163307,143.4432533,0.02353945
BSC,2.Tuesday,7,25,6,17,187,11,58214.97,311.31,280.7125,1902.681667,271.8116667
Solana,2.Tuesday,7,2432,5,699,1976,209,204200.0108,83.89482778,19.53142196,5409.895657,0.070258385
Ethereum,2.Tuesday,7,1859,7,1495,2279,238,1764864.357,622.5271101,53.6,83152.95,0.01
Arbitrum,2.Tuesday,7,113,4,102,155,17,14817.01197,93.18875452,18.25882258,582.4426505,0.07765902
Polygon,2.Tuesday,7,436,14,183,950,52,10689.56808,11.00882398,4.551806042,154.8496354,0.910361208
Avalanche,2.Tuesday,7,33,9,23,64,15,11924.51794,180.6745142,145.5024625,535.31565,0.139954167
NEAR,2.Tuesday,7,20,1,11,20,4,144.5870607,7.229353036,1.628819106,62.75614026,0.018628665
Optimism,2.Tuesday,7,472,1,420,348,30,6120.038449,12.02365118,12.58,120.18,0.13
Flow,2.Tuesday,8,847,6,272,685,15,11309.73321,13.35269564,5,1249,9.41436E-06
NEAR,2.Tuesday,8,14,3,9,14,6,150.5466491,10.75333208,3.147121345,104.8832412,0.34892414
Avalanche,2.Tuesday,8,45,10,30,57,16,2710.551103,45.17585171,24.66732292,458.60375,2.779416667
Algorand,2.Tuesday,8,44,3,21,35,19,1560.602323,35.46823461,8.241161445,657.1606279,0.186667839
Optimism,2.Tuesday,8,471,1,398,382,26,6044.037197,12.18555887,12.64,214.96,0.24
Polygon,2.Tuesday,8,356,11,193,727,40,6089.039638,8.129558929,5.46216725,183.8929641,0.910361208
Solana,2.Tuesday,8,1674,6,611,1630,190,107528.7216,64.23460072,12.49558462,6039.276234,0.012078552
Arbitrum,2.Tuesday,8,151,5,134,165,25,2385.907394,14.11779523,7.636470306,530.6699704,1.25923E-06
BSC,2.Tuesday,8,27,8,20,42,12,19873.06833,462.1643798,280.7125,1902.681667,271.8116667
Ethereum,2.Tuesday,8,1807,6,1423,2442,202,1329739.827,433.2811426,37.79,110915.12,0.01
Optimism,2.Tuesday,9,417,1,344,312,37,4938.731249,11.35340517,12.69,68.08,0.13
Algorand,2.Tuesday,9,62,5,18,62,10,578.8723441,9.336650711,2.192163307,153.079136,0.02353945
NEAR,2.Tuesday,9,30,2,10,12,9,241.5953373,8.053177909,0.10712075,138.0962675,0.03719859
BSC,2.Tuesday,9,19,9,15,19,10,8314.565,437.6086842,280.7125,1087.246667,271.8116667
Arbitrum,2.Tuesday,9,122,4,104,111,27,10880.99993,85.00781194,4.286777907,629.6145717,0.07765902
Ethereum,2.Tuesday,9,1905,8,1442,2845,200,2290838.367,670.6201308,24.075,247396.5,0.000128139
Avalanche,2.Tuesday,9,33,8,31,34,20,4178.246999,112.9255946,36.38808333,903.3104167,0.833825
Polygon,2.Tuesday,9,317,14,209,833,47,15347.43523,17.88745365,3.643520833,183.8929641,0.910361208
Flow,2.Tuesday,9,776,7,254,609,16,8010.028181,10.32220126,5,249,1.04326E-05
Solana,2.Tuesday,9,2006,8,655,1911,210,96343.99345,48.00398279,5.035414318,3140.423642,0.084310062
NEAR,2.Tuesday,10,16,2,6,16,7,176.1891656,11.01182285,14.59906,16.51477375,1.58541828
Avalanche,2.Tuesday,10,29,8,26,63,12,29325.17259,444.3207968,702.914475,823.6162754,0.12595875
Optimism,2.Tuesday,10,379,1,342,285,35,5169.978054,12.25113283,12.8,128.05,0.13
Polygon,2.Tuesday,10,388,12,228,1469,47,37901.49147,25.59182409,5.46216725,455.1806042,0.910361208
Arbitrum,2.Tuesday,10,112,6,103,130,31,2278.147996,17.52421535,17.03055416,517.5592812,0.07765902
Flow,2.Tuesday,10,634,6,233,469,13,8489.602525,13.39054026,5,625,0.01
Gnosis,2.Tuesday,10,4,1,2,4,1,59.98579528,14.99644882,15.99621207,16.99597533,10.9973958
Ethereum,2.Tuesday,10,1943,7,1566,2256,192,2234793.438,736.3405068,42.26,247128.78,0.1
BSC,2.Tuesday,10,12,7,10,31,9,16490.83083,531.9622849,561.425,1122.85,271.8116667
Algorand,2.Tuesday,10,34,3,21,33,18,412.1396439,12.12175423,4.808086453,107.1044975,0.211332542
Solana,2.Tuesday,10,1716,8,678,1667,222,113968.4135,66.2992516,13.42061385,6323.254664,0.084310062
Arbitrum,2.Tuesday,11,101,5,91,177,31,2539.872889,14.11040494,12.94317001,517.7268004,0.07765902
Avalanche,2.Tuesday,11,39,8,25,46,11,6237.660921,132.7161898,75.04425,363.8808333,2.211275833
Ethereum,2.Tuesday,11,1801,7,1461,2259,229,1498728.486,537.1786689,38.52,246526.08,0.13
NEAR,2.Tuesday,11,12,1,10,12,5,211.2236053,17.60196711,3.496108039,74.31648189,0.66059095
Optimism,2.Tuesday,11,550,1,502,434,37,7323.979033,10.91502091,12.75,192.6,0.13
Solana,2.Tuesday,11,1920,6,613,1643,196,122164.4028,63.62729314,6.744804975,5761.187583,0.070258385
BSC,2.Tuesday,11,10,4,11,10,8,13216.07583,1101.339653,421.06875,3368.55,271.8116667
Flow,2.Tuesday,11,760,4,288,596,12,10699.14159,14.07781788,5.5025,1000,0.01
Algorand,2.Tuesday,11,26,2,15,24,11,486.5627475,18.71395183,9.41578,87.59893333,0.611659552
Polygon,2.Tuesday,11,385,12,222,594,42,4732.320659,7.632775256,3.641444833,59.17347854,0.910361208
Flow,2.Tuesday,12,867,4,316,706,14,11336.26853,13.07528089,4,625,0.01
Polygon,2.Tuesday,12,392,17,227,963,47,40891.67034,41.38833031,6.376161458,6439.923073,0.910361208
Arbitrum,2.Tuesday,12,149,4,128,159,33,2798.745611,17.49216007,3.51324931,724.8175206,0.07765902
Optimism,2.Tuesday,12,464,1,413,406,37,5927.74,10.30911304,12.61,167.84,0.13
NEAR,2.Tuesday,12,7,1,6,7,5,79.72816839,11.38973834,3.496108039,54.1896746,0.578017081
Gnosis,2.Tuesday,12,1,1,1,1,1,19.99526509,19.99526509,19.99526509,19.99526509,19.99526509
BSC,2.Tuesday,12,11,7,12,16,10,4999.42,294.0835294,280.7125,561.425,271.8116667
Algorand,2.Tuesday,12,48,4,24,43,13,1041.016472,21.68784317,4.974809403,347.9867627,0.02353945
Avalanche,2.Tuesday,12,24,9,21,29,12,2201.323752,75.90771558,39.8869375,444.7066667,0.908302542
Ethereum,2.Tuesday,12,2003,7,1621,2213,218,1487472.264,518.2830189,55.675,85432.92,0.04
Solana,2.Tuesday,12,3007,8,760,2148,210,133559.6702,44.40148611,4.341968203,9133.59007,0.040127635
NEAR,2.Tuesday,13,12,2,4,11,5,120.342774,10.0285645,8.257386876,50.69356656,0.019718049
Polygon,2.Tuesday,13,366,15,197,952,51,27254.84226,28.21412242,6.374344958,573.8545313,0.910361208
Algorand,2.Tuesday,13,57,3,29,46,16,1940.50934,34.04402351,4.4724955,729.918112,0.047314295
Flow,2.Tuesday,13,1117,7,402,951,15,14797.31596,13.24737329,4,1449,1.1258E-05
Optimism,2.Tuesday,13,359,1,257,468,32,4706.09,8.796429907,1.73,239.45,0.13
Ethereum,2.Tuesday,13,2319,7,1847,2409,212,2149893.942,642.5265814,64.485,85305.48,0.1
Solana,2.Tuesday,13,2538,6,889,2337,260,190832.3583,75.04221719,7.381337619,6307.688511,0.070258385
Avalanche,2.Tuesday,13,40,10,28,52,24,6604.401703,124.6113529,27.79416667,1539.495833,0.126463458
Arbitrum,2.Tuesday,13,149,5,139,158,32,2333.324791,14.58327995,3.022149944,629.6145717,0.07765902
BSC,2.Tuesday,13,19,5,9,26,6,13532.39167,520.4766026,280.7125,1122.85,271.8116667
Solana,2.Tuesday,14,3063,8,981,2553,284,206387.7692,67.38092367,16.86165925,5761.187583,0.014051677
Polygon,2.Tuesday,14,423,15,260,1230,59,29761.62151,23.75229171,7.287041667,381.4413463,0.910361208
Avalanche,2.Tuesday,14,74,13,34,186,26,47313.76168,249.0197983,320.0870667,442.384464,0.138970833
Flow,2.Tuesday,14,1091,8,445,928,20,18335.52215,16.80616145,4,814,1.07628E-05
NEAR,2.Tuesday,14,18,1,9,16,5,311.7761806,17.32089892,2.641799079,165.1477375,0.019718049
Algorand,2.Tuesday,14,93,6,36,92,18,1598.987301,17.19341184,4.38213664,329.5523,0.155488107
Ethereum,2.Tuesday,14,3439,7,2424,3910,254,2295032.317,416.6725339,44.135,88583,0.01
Arbitrum,2.Tuesday,14,160,4,135,183,26,10338.50806,55.88382737,3.51324931,1390.188974,0.07765902
Optimism,2.Tuesday,14,313,1,209,377,29,3507.166532,8.681105277,3.38,67.96,0.17
Gnosis,2.Tuesday,14,1,1,1,1,1,1.599621207,1.599621207,1.599621207,1.599621207,1.599621207
BSC,2.Tuesday,14,33,13,26,35,18,77670.37167,1765.23572,280.7125,6795.291667,271.8116667
Ethereum,2.Tuesday,15,3401,8,2533,3453,268,7338341.826,1570.034623,45.375,1075165.2,0.000134396
Solana,2.Tuesday,15,2913,8,1040,2600,301,246428.7111,84.5961933,19.19147781,13416.45346,0.112413416
Flow,2.Tuesday,15,2201,11,779,2028,23,25543.71946,11.60550634,6,1250,1.03776E-05
Algorand,2.Tuesday,15,57,4,39,62,22,1127.599516,18.18708897,5.899004749,190.199191,0.218997333
Polygon,2.Tuesday,15,334,10,174,811,42,4842.313994,5.898068202,1.821760417,170.237546,0.910361208
Optimism,2.Tuesday,15,240,1,185,236,37,3582.46,12.88654676,12.51,67.44,0.13
BSC,2.Tuesday,15,18,8,13,25,11,8875.99,341.3842308,280.7125,1403.5625,271.8116667
NEAR,2.Tuesday,15,11,1,8,11,6,259.0458264,23.54962058,7.927091401,135.4211448,0.019718049
Arbitrum,2.Tuesday,15,139,4,132,150,31,2565.885836,16.77049566,3.022149944,491.099366,0.02588634
Avalanche,2.Tuesday,15,18,6,16,35,12,2867.599143,81.93140409,32.18945833,1389.708333,0.375077167
Arbitrum,2.Tuesday,16,181,5,156,218,34,1652.074993,7.475452456,1.007383315,51.77268004,0.019414755
Algorand,2.Tuesday,16,70,3,35,67,19,5485.561358,78.36516226,13.88851089,580.3429333,0.024089707
Avalanche,2.Tuesday,16,31,11,27,38,20,2182.898703,54.57246756,25.70960417,489.8395833,2.779416667
Flow,2.Tuesday,16,2878,6,1017,2705,20,37831.85753,13.14519025,6,1399,0.01
Polygon,2.Tuesday,16,222,16,157,738,55,6377.208387,8.571516649,4.551806042,834.3662708,0.910361208
Gnosis,2.Tuesday,16,2,2,2,2,2,4.004056399,2.0020282,2.0020282,2.00452989,1.999526509
Solana,2.Tuesday,16,3297,8,1184,2899,286,260953.1257,79.10067465,30.07058885,5606.619135,0.026707022
Ethereum,2.Tuesday,16,3956,7,2697,3973,273,5512560.73,953.2354712,41.8,1013910.72,0.01
NEAR,2.Tuesday,16,21,1,11,21,6,410.3347778,19.53975132,4.973060791,80.92239139,0.018628665
Optimism,2.Tuesday,16,208,1,181,174,22,4652.69,20.58712389,13.29,292.31,0.13
BSC,2.Tuesday,16,38,11,19,47,12,18629.72083,351.5041667,280.7125,3368.55,271.8116667
Flow,2.Tuesday,17,2400,8,905,2234,21,34302.56193,14.29273414,5,1499,9.27357E-06
NEAR,2.Tuesday,17,25,4,5,25,7,565.439782,22.61759128,13.98443216,75.16632284,1.74805E-05
Arbitrum,2.Tuesday,17,109,3,105,115,23,7083.781251,61.06707975,0.717760612,6296.145717,0.01294317
Algorand,2.Tuesday,17,109,2,48,109,33,2651.47783,24.32548468,4.38213664,547.4933333,0.173664885
Ethereum,2.Tuesday,17,3707,8,2619,3826,269,3876919.842,715.2988638,43.56,110287.76,0.13
Gnosis,2.Tuesday,17,2,2,2,1,1,2.19947916,1.09973958,1.09973958,2.099502835,0.099976325
BSC,2.Tuesday,17,12,8,11,16,9,7401.220833,462.5763021,280.7125,842.1375,271.8116667
Optimism,2.Tuesday,17,178,1,153,156,34,2593.6,14.01945946,12.53,120.12,0.13
Polygon,2.Tuesday,17,281,13,164,2261,46,18214.6595,7.957474662,8.193250875,637.6161458,0.910361208
Avalanche,2.Tuesday,17,39,10,26,44,20,2539.321864,55.20264923,23.00639583,461.84875,0.279908333
Solana,2.Tuesday,17,3230,7,1110,2824,306,175649.3746,54.36378045,20.64090411,5591.021774,0.000140517
BSC,2.Tuesday,18,9,7,8,10,7,4928.213333,492.8213333,412.1679167,842.1375,271.8116667
NEAR,2.Tuesday,18,20,3,15,14,7,147.5009034,7.375045172,1.247922364,86.52867396,0.019718049
Arbitrum,2.Tuesday,18,123,4,113,133,31,1228.7079,9.169461937,0.893078731,491.099366,0.012592291
Flow,2.Tuesday,18,2260,9,785,2068,24,29944.75358,13.24989096,5,1399,1.06527E-05
Polygon,2.Tuesday,18,323,14,132,2340,47,18282.46901,7.79636205,5.46528125,2298.662051,0.910361208
Solana,2.Tuesday,18,3649,9,1400,3176,315,314154.3584,86.0225516,34.22256533,6815.06336,0.107364911
Ethereum,2.Tuesday,18,4065,8,2807,3966,276,3632067.399,617.5935044,75.01,217245.6,0.01
Avalanche,2.Tuesday,18,41,8,25,44,19,2061.870019,45.81933376,16.6765,305.7358333,0.694854167
Algorand,2.Tuesday,18,59,4,46,56,22,1365.819115,23.14947652,8.739256207,353.09175,0.02353945
Optimism,2.Tuesday,18,171,1,129,206,30,3035.617496,13.79826135,12.38,118.76,0.25
Optimism,2.Tuesday,19,172,1,144,163,26,2775.172063,14.76155352,13.15,197.2320625,0.12
Ethereum,2.Tuesday,19,4128,7,2962,4122,327,2642332.822,421.2903096,65.61,86968.81,0.01
Polygon,2.Tuesday,19,225,9,95,1887,42,14839.8348,7.831047388,6.372528458,136.6320313,0.910361208
BSC,2.Tuesday,19,6,5,7,6,6,4375.689167,625.0984524,271.8116667,1902.681667,271.8116667
Solana,2.Tuesday,19,3260,8,1243,2952,282,256698.3944,78.64534142,21.07751555,7016.466047,0.056206708
Flow,2.Tuesday,19,2665,8,935,2487,20,37947.75626,14.23930817,6,820,1
NEAR,2.Tuesday,19,12,1,11,12,4,72.00338614,6.000282178,2.194926549,33.02954751,0.019718049
Arbitrum,2.Tuesday,19,111,4,103,140,24,2114.495327,14.99642076,8.697810247,237.5858468,0.07765902
Algorand,2.Tuesday,19,80,2,34,80,27,2630.55646,32.88195575,9.1803855,394.1952,0.211332542
Avalanche,2.Tuesday,19,46,13,37,61,27,5744.120374,84.47235844,26.96034167,1876.10625,0.694854167
Solana,2.Tuesday,20,3036,8,1147,2897,307,268606.7194,88.47388649,18.96936665,5522.309073,0.013420614
Algorand,2.Tuesday,20,48,4,24,46,9,591.6086002,12.32517917,4.380165664,196.8786027,0.025893395
Ethereum,2.Tuesday,20,3509,8,2604,3284,298,3264408.063,641.968154,49.94,86909.94,0.13
NEAR,2.Tuesday,20,20,1,11,20,8,139.007275,6.950363752,0.504757545,50.69356656,0.018628665
Flow,2.Tuesday,20,2068,7,774,1907,20,34166.38023,16.52146046,6,1999,0.938620104
Optimism,2.Tuesday,20,190,1,130,180,29,2628.010145,12.88240267,12.24,184.34,0.12
BSC,2.Tuesday,20,7,4,6,8,5,4112.778333,456.9753704,280.7125,1087.246667,271.8116667
Polygon,2.Tuesday,20,239,18,101,1113,47,19814.82438,17.69180749,5.46216725,675.8731146,0.910361208
Arbitrum,2.Tuesday,20,90,4,87,92,22,8578.922483,93.24915742,6.601016705,3693.73442,0.07765902
Avalanche,2.Tuesday,20,47,14,44,72,32,12688.27067,152.870731,73.65454167,3474.270833,0.237922083
BSC,2.Tuesday,21,12,3,5,12,4,4420.193333,368.3494444,280.7125,842.1375,271.8116667
Optimism,2.Tuesday,21,159,1,132,142,30,1887.2,11.16686391,13.06,77.81,0.25
Flow,2.Tuesday,21,2348,9,822,2169,22,37956.2176,16.1653397,4.004002669,2740,1.01575E-05
NEAR,2.Tuesday,21,10,2,8,10,4,41.3038762,4.13038762,2.249707663,13.211819,0.019718049
Polygon,2.Tuesday,21,368,17,181,1558,72,50477.4476,32.08992219,5.46216725,348.8671198,0.910361208
Ethereum,2.Tuesday,21,3661,8,2625,3642,307,3697250.568,662.1150731,36.93,106368.44,0.01
Arbitrum,2.Tuesday,21,78,4,73,83,17,1778.317842,21.1704505,17.73214291,755.5374861,0.07765902
Gnosis,2.Tuesday,21,3,2,2,3,2,1.202216455,0.400738818,0.099976325,1.002263804,0.099976325
Avalanche,2.Tuesday,21,41,13,28,46,23,2754.717715,58.61101522,25.19175,361.3241667,0.001389708
Solana,2.Tuesday,21,2980,8,1169,2849,305,243885.5258,81.75847327,16.5809789,38642.11183,0.000140517
Algorand,2.Tuesday,21,52,4,34,52,17,1419.352225,27.29523509,7.297464894,394.1952,0.153298133
Algorand,2.Tuesday,22,63,3,35,62,20,1429.173782,22.68529812,9.197888,547.4933333,0.155488107
Flow,2.Tuesday,22,1925,8,651,1742,20,25239.52564,13.11144189,4,999,0.01
Solana,2.Tuesday,22,2657,8,1065,2511,312,234232.3975,87.99113355,15.5123784,6955.58013,0.013420614
Avalanche,2.Tuesday,22,37,8,29,66,20,29549.42113,447.718502,375.22125,1329.564583,2.45223026
Ethereum,2.Tuesday,22,4148,8,2932,3800,297,6296123.989,997.1688294,59.39,731119.34,0.01
Polygon,2.Tuesday,22,306,16,153,728,61,14742.94,20.03116847,6.372528458,159.4040365,0.910361208
BSC,2.Tuesday,22,4,4,4,4,4,2517.511667,629.3779167,280.7125,1684.275,271.8116667
NEAR,2.Tuesday,22,10,1,5,10,3,77.28054043,7.728054043,6.992216078,13.46001595,0.018628665
Optimism,2.Tuesday,22,157,1,126,228,31,2094.25,8.277667984,1.7,251.59,0.13
Arbitrum,2.Tuesday,22,66,3,62,70,16,2344.664372,33.49520531,3.525841602,1642.22533,0.07765902
Algorand,2.Tuesday,23,65,3,36,64,23,6714.850075,103.3053858,18.83156,5474.933333,0.218997333
BSC,2.Tuesday,23,5,4,5,5,4,1929.384167,385.8768333,280.7125,561.425,271.8116667
Polygon,2.Tuesday,23,269,15,135,613,45,5642.233935,8.955926881,5.46216725,135.721151,0.910361208
Arbitrum,2.Tuesday,23,81,5,74,96,26,2702.690234,28.15302327,5.280813364,617.0222803,0.020147666
NEAR,2.Tuesday,23,44,1,5,42,2,90.84383489,2.064632611,0.018628665,74.31648189,0.018628665
Flow,2.Tuesday,23,1691,8,619,1517,17,24372.71809,14.41319816,6,2598,9.64901E-06
Solana,2.Tuesday,23,3170,7,1185,2886,310,215314.6078,67.85836995,21.07707406,5506.852228,1.40517E-06
Optimism,2.Tuesday,23,118,1,81,135,22,1713.98,11.35086093,4.59,74.77,0.25
Avalanche,2.Tuesday,23,24,8,18,34,14,2333.516136,68.63282754,30.78991667,416.9125,3.786955208
Ethereum,2.Tuesday,23,4618,8,3080,3501,302,3724736.224,558.8501461,48.88,184810.7,0.03
Gnosis,2.Tuesday,23,3,1,1,3,1,10.1975852,3.399195066,3.199242415,4.998816273,1.999526509
Avalanche,3.Wednesday,0,33,7,24,34,14,10778.35075,317.0103162,53.60496875,1216.634167,1.9414375
Gnosis,3.Wednesday,0,5,1,1,5,1,56.1889084,11.23778168,11.99763169,14.89705935,5.298953995
Polygon,3.Wednesday,0,282,13,156,1008,42,10572.35316,10.35490026,7.365449667,140.8642249,0.893904583
Optimism,3.Wednesday,0,107,1,72,117,21,1067.97,8.029849624,7.39,41.88,0.25
NEAR,3.Wednesday,0,34,1,4,34,3,197.9637015,5.82246181,0.035983432,179.2038299,0.019532874
Arbitrum,3.Wednesday,0,59,3,54,84,23,1485.563029,17.68527416,1.218046196,627.8007055,0.076891065
Ethereum,3.Wednesday,0,3952,7,2715,3302,294,3483087.31,596.3169509,44.41,89381.78,0.05
Solana,3.Wednesday,0,2501,7,1045,2310,267,205559.642,82.19098042,20.7252263,7069.595546,0.136382334
Algorand,3.Wednesday,0,69,3,33,67,16,1336.228659,19.36563275,5.592584375,192.8136547,0.024607371
BSC,3.Wednesday,0,6,5,5,13,5,6567.800417,469.1286012,544.4575,837.2725,272.22875
Flow,3.Wednesday,0,1414,8,524,1244,21,19029.67754,13.45804635,4.004002669,1250,9.29822E-06
Flow,3.Wednesday,1,1504,5,524,1327,16,19077.99144,12.68483474,4,700,1
NEAR,3.Wednesday,1,10,1,7,10,3,101.5944245,10.15944245,9.813543066,25.42987682,0.036849251
Optimism,3.Wednesday,1,165,1,127,171,19,2428.97,12.2058794,12.67,131.95,0.06
Arbitrum,3.Wednesday,1,72,3,63,131,24,4610.131992,34.92524237,1.429880317,3802.23069,0.079437795
Gnosis,3.Wednesday,1,9,1,2,9,1,164.9674357,18.32971508,14.99703961,44.99111883,4.999013203
Polygon,3.Wednesday,1,341,13,180,981,42,26118.25327,26.35545234,5.3634275,115.085151,0.893904583
BSC,3.Wednesday,1,15,4,6,48,4,39058.9925,813.7290104,837.2725,1116.363333,272.22875
Algorand,3.Wednesday,1,90,4,36,88,22,1968.863174,21.87625749,3.053354063,444.2749028,0.226174375
Ethereum,3.Wednesday,1,3609,7,2539,2872,282,2548010.35,498.5346018,49.28,87598.4,1.34E-11
Solana,3.Wednesday,1,2332,6,904,2171,243,252851.9009,108.3805833,15.83589402,9416.701267,0.110207947
Avalanche,3.Wednesday,1,39,9,30,71,20,10272.34847,140.7171023,111.6230212,569.4883333,1.520708333
Optimism,3.Wednesday,2,352,1,316,283,28,4856.630582,12.7470619,13.19,205.2,0.13
BSC,3.Wednesday,2,21,7,16,100,9,128578.5292,1285.785292,1395.454167,2232.726667,272.22875
NEAR,3.Wednesday,2,29,2,11,29,8,128.3059706,4.424343813,3.463275474,28.44903467,0.019532874
