Blockchain,Day,Hour,Sales,Marketplaces,Buyers,NFTs,Collections,Volume,PriceAverage,PriceMedian,PriceMax,PriceFloor
Ethereum,4.Thursday,2,2981,7,2205,3198,304,1407797.882,305.9765011,37.34,90937.12,0.01
Polygon,4.Thursday,2,519,16,243,1276,49,24177.80129,18.37218943,7.390335333,152.7999558,0.891600958
Arbitrum,4.Thursday,2,284,7,218,345,36,76411.12997,218.9430658,16.28885596,38269.83189,0.012818519
Arbitrum,4.Thursday,3,206,4,188,208,30,7047.147674,33.39880414,8.97296309,2020.444375,0.064129354
BSC,4.Thursday,3,45,7,32,47,12,58228.31208,1039.791287,817.473125,3380.41,263.28125
Ethereum,4.Thursday,3,2867,7,2131,3112,271,1538783.324,344.0159455,25.41,483653.06,0.01
Polygon,4.Thursday,3,554,16,289,1545,62,36944.80734,23.00423869,10.849701,861.6470878,0.891600958
Avalanche,4.Thursday,3,52,10,41,66,23,6679.971794,95.42816849,18.103725,1892.925,0.42065
Solana,4.Thursday,3,2178,8,702,1802,275,261959.1091,120.275073,13.52844989,22998.36481,0.000135284
Optimism,4.Thursday,3,368,1,302,308,35,4694.022602,11.44883562,12.37,106.37,0.13
Flow,4.Thursday,3,1252,7,490,1082,17,21310.90821,17.02149218,4,1999,0.433690514
Algorand,4.Thursday,3,99,5,56,92,31,1818.35561,18.36722839,3.318898091,538.4207583,0.175564418
Gnosis,4.Thursday,3,3,1,2,3,1,5.490182186,1.830060729,1.99932475,1.99932475,1.491532686
NEAR,4.Thursday,3,13,1,10,12,3,48.67932999,3.744563845,0.907273517,32.76265476,0.019418875
Arbitrum,4.Thursday,4,189,4,167,215,33,43995.199,202.7428525,9.613889025,20521.39333,0.012825871
Optimism,4.Thursday,4,241,1,221,375,29,3885.015063,9.338978516,1.69,129.2,0.12
Polygon,4.Thursday,4,443,14,248,1037,49,12951.64047,12.05925556,5.34960575,315.5454708,0.891600958
Flow,4.Thursday,4,1141,6,461,969,16,19635.09709,17.20867405,4,899,0.433690514
Algorand,4.Thursday,4,111,5,50,91,38,6102.980676,54.98180789,7.342345987,2767.408854,0.026921038
Avalanche,4.Thursday,4,34,13,31,42,18,2006.897159,42.69993956,18.43833333,280.4333333,0.280433333
NEAR,4.Thursday,4,16,2,10,14,5,225.5808643,14.09880402,0.882071474,86.07657273,0.018951936
Ethereum,4.Thursday,4,2295,7,1732,2637,268,1022064.658,280.4787755,36.88,109820,0.01
Solana,4.Thursday,4,1547,8,583,1301,228,139858.1749,90.40606004,16.51865826,5600.778253,0.094699149
BSC,4.Thursday,4,20,6,13,21,9,7695.0725,366.4320238,281.7008333,845.1025,263.28125
Solana,4.Thursday,5,2034,8,599,1410,229,222719.6413,109.4445412,40.04421167,6827.712079,0.135284499
Flow,4.Thursday,5,1123,6,423,947,17,18321.04033,16.31437251,4,1349,0.433690514
Polygon,4.Thursday,5,350,16,214,977,50,21472.73552,21.60234962,4.458004792,589.3792428,0.891600958
Avalanche,4.Thursday,5,44,6,28,45,21,2297.393317,49.94333299,23.46959792,312.0333333,0.181195
Arbitrum,4.Thursday,5,165,5,157,190,29,9266.007027,48.5131258,11.53666683,1282.587083,0.012818519
NEAR,4.Thursday,5,20,2,13,20,5,300.5368011,15.02684005,2.378458161,114.7572868,0.035753297
Ethereum,4.Thursday,5,2569,8,1907,2903,251,1236427.732,302.7491997,35.03,100664.92,0.01
BSC,4.Thursday,5,27,15,20,36,19,21533.42083,598.1505787,281.7008333,3380.41,263.28125
Optimism,4.Thursday,5,276,1,232,260,25,2694.90499,8.317607994,12.28,73.7,0.12
Algorand,4.Thursday,5,87,4,43,87,30,1610.692277,18.51370434,8.926691495,391.5787333,0.215351166
Ethereum,4.Thursday,6,2290,6,1724,2644,245,1133646.52,315.339783,37.02,78841.92,0.01
Flow,4.Thursday,6,972,6,368,798,16,23883.5869,24.57159146,4,9000,0.433690514
BSC,4.Thursday,6,39,10,25,146,11,62835.76833,413.3932127,297.0679167,4456.01875,263.28125
Solana,4.Thursday,6,1473,8,543,1198,203,167884.4183,113.9744863,17.58698485,8117.069932,0.01352845
Polygon,4.Thursday,6,428,15,261,928,64,14370.06793,15.03145181,5.891979104,923.7919167,0.891600958
Arbitrum,4.Thursday,6,218,5,200,252,43,14284.78275,56.01875589,2.999533376,3711.231782,0.064129354
NEAR,4.Thursday,6,4,1,4,4,2,351.4820087,87.87050217,115.3426075,119.9735271,0.823266709
Optimism,4.Thursday,6,352,1,282,277,27,3821.59,10.49887363,12.28,104.76,0.13
Gnosis,4.Thursday,6,17,1,3,17,1,42.64790391,2.50870023,1.998961244,4.988315251,1.899013182
Algorand,4.Thursday,6,52,3,30,52,19,1189.685413,22.87856563,4.637070881,354.2283333,0.225393325
Avalanche,4.Thursday,6,57,10,45,55,21,3435.175696,53.67462025,25.041475,709.1666667,0.354583333
Ethereum,4.Thursday,7,2177,7,1653,2811,206,1047605.606,287.9619587,41.08,79609.16,0.01
Solana,4.Thursday,7,1365,8,536,1263,203,104394.2837,76.47932869,7.413590538,5681.948953,0.013765549
Arbitrum,4.Thursday,7,244,3,203,252,31,26950.12706,106.5222413,7.69111122,24433.43996,0.064129354
Polygon,4.Thursday,7,451,15,255,1142,61,20858.75725,17.69190607,6.32899225,87.76023208,0.891600958
BSC,4.Thursday,7,36,9,28,42,16,27334.1725,635.6784302,594.1358333,2079.475417,263.28125
Gnosis,4.Thursday,7,16,2,11,15,1,31.13372142,1.945857589,1.499170959,4.967418691,0.099948062
Avalanche,4.Thursday,7,37,7,34,53,22,4317.839112,78.50616567,21.13316667,1261.95,0.280433333
NEAR,4.Thursday,7,15,1,9,15,2,4.15855301,0.277236867,0.018951936,1.344108913,0.018951936
Optimism,4.Thursday,7,309,1,260,298,34,3586.543865,10.770402,12.48,127.49,0.13
Algorand,4.Thursday,7,36,3,27,36,12,2591.482173,71.98561591,15.95606215,856.5784792,0.223161708
Flow,4.Thursday,7,933,10,322,763,16,11709.84587,12.55074585,3,999,0.2002002
Algorand,4.Thursday,8,49,3,25,49,13,867.2216432,17.69840088,9.78971307,244.7367083,0.225393325
Ethereum,4.Thursday,8,2392,7,1755,2869,240,1057637.604,281.9615046,36.71,90924.14,0.01
NEAR,4.Thursday,8,19,1,8,17,4,143.7583533,7.566229119,0.019418875,116.8919858,0.018951936
Arbitrum,4.Thursday,8,262,5,236,326,38,7320.382823,21.78685364,3.25590375,3117.404135,0.049992223
Gnosis,4.Thursday,8,17,1,9,17,2,27.18365522,1.599038542,1.2126282,6.051014717,0.399792249
Solana,4.Thursday,8,1919,6,550,1449,245,139067.1522,72.46855248,12.71674289,5546.664454,0.067642249
Avalanche,4.Thursday,8,37,8,35,39,17,4159.387875,99.03304464,36.1675,1434.460417,0.136010167
Optimism,4.Thursday,8,408,1,343,399,31,6161.821855,12.10574038,12.35,246.95,0.13
Polygon,4.Thursday,8,442,16,279,1157,59,15736.16504,13.32444118,8.024408625,386.9548159,0.891600958
Flow,4.Thursday,8,683,7,220,521,14,8344.779203,12.21783192,4,520,0.4
BSC,4.Thursday,8,25,5,18,26,8,18426.09458,682.4479475,563.4016667,1485.339583,263.28125
Avalanche,4.Thursday,9,41,8,64,106,16,23395.66584,216.6265356,74.48334682,737.5333333,0.150995833
Optimism,4.Thursday,9,328,1,290,274,29,4262.553306,11.80762689,12.6,151.91,0.12
Polygon,4.Thursday,9,489,17,239,1410,60,20462.57017,14.25963078,8.31412725,1826.366335,0.891600958
Arbitrum,4.Thursday,9,322,6,263,401,36,91805.00216,221.751213,3.076444488,78482.94823,0.076955225
BSC,4.Thursday,9,16,7,15,18,11,6169.945833,342.7747685,280.1745833,891.20375,263.28125
Gnosis,4.Thursday,9,1,1,1,1,1,0.889537754,0.889537754,0.889537754,0.889537754,0.889537754
Algorand,4.Thursday,9,21,3,13,21,7,304.7961667,14.51410318,4.909557583,71.41174667,0.022316171
Flow,4.Thursday,9,737,5,230,573,11,8832.648198,11.98459728,4.004004004,375,1
Solana,4.Thursday,9,1770,7,637,1603,238,105192.8535,59.43099067,9.469914921,8455.281179,0.029125698
Ethereum,4.Thursday,9,2151,7,1699,2695,263,834761.8275,243.3707952,32.38055,36419.59,0.01
NEAR,4.Thursday,9,25,2,10,19,7,83.55767736,3.342307094,0.019418875,59.39283518,0.018951936
Avalanche,4.Thursday,10,48,12,36,89,23,12289.94644,135.0543565,81.32566667,279.5657655,0.4529875
Solana,4.Thursday,10,2388,8,578,2317,231,121509.1154,50.86191518,3.234903908,6662.525497,0.029125698
Algorand,4.Thursday,10,30,3,19,30,10,774.7769966,25.82589989,8.747350246,182.0955026,0.885570833
Flow,4.Thursday,10,739,7,217,574,13,7653.543456,10.35662173,3,220,9.28174E-06
BSC,4.Thursday,10,17,10,17,17,12,9508.31875,559.3128676,526.5625,1188.271667,263.28125
Optimism,4.Thursday,10,368,1,335,307,32,4937.87926,12.16226419,12.37,128.38,0.12
Polygon,4.Thursday,10,525,15,262,1676,59,13198.87702,7.754921866,4.458004792,432.4264648,0.891600958
Gnosis,4.Thursday,10,5,1,3,5,1,66.60809313,13.32161863,0.689641629,49.9740311,0.379802636
Ethereum,4.Thursday,10,1737,7,1407,2334,215,750490.9137,258.8792389,24.61,83944.31,0.01
Arbitrum,4.Thursday,10,289,5,242,291,44,17375.95511,57.72742562,1.28185187,6412.935417,0.07728546
NEAR,4.Thursday,10,13,1,10,11,5,201.5339862,15.50261432,0.655253095,116.2033732,0.019418875
Solana,4.Thursday,11,2238,8,592,2156,217,89013.1644,39.75576793,2.705689977,2420.239685,0.029125698
Flow,4.Thursday,11,827,8,292,666,14,10475.83027,12.66726755,3.003003003,1675,1.01554E-05
Arbitrum,4.Thursday,11,269,3,239,279,33,17865.20132,62.46573889,5.564156487,5616.645178,0.064129354
Ethereum,4.Thursday,11,1718,6,1394,2153,225,3676812.38,1415.792214,30.66,998801.12,0.01
NEAR,4.Thursday,11,7,1,7,7,4,182.5144149,26.07348784,5.164594364,113.621076,0.016801361
Optimism,4.Thursday,11,361,1,335,311,33,4586.823936,11.76108701,12.36,148.34,0.17
Polygon,4.Thursday,11,444,18,223,1096,56,13618.87234,12.1056643,4.618959583,1306.24177,0.891600958
BSC,4.Thursday,11,11,5,10,51,8,47392.12542,929.2573611,845.1025,1842.96875,263.28125
Algorand,4.Thursday,11,88,3,25,88,11,1061.870386,12.06670893,4.430068094,332.0890625,0.215351166
Avalanche,4.Thursday,11,47,12,37,90,25,4887.110526,53.12076659,22.36455833,319.125,0.603983333
Solana,4.Thursday,12,3794,7,716,3174,244,160128.6278,42.18351629,2.264432736,5479.022204,0.029125698
NEAR,4.Thursday,12,16,1,12,16,5,144.3113546,9.019459662,1.167573,82.63350982,0.017215315
Optimism,4.Thursday,12,273,1,243,252,38,3667.352119,11.04624132,12.4,141.85,0.13
Algorand,4.Thursday,12,65,3,37,65,26,2145.1383,33.0021277,6.69485125,502.1140669,0.085657848
Arbitrum,4.Thursday,12,302,6,271,309,42,21006.04131,64.23865844,3.101390707,8366.678991,0.009978816
Ethereum,4.Thursday,12,2028,7,1653,2353,227,1174105.563,394.657332,37.2,119554.05,0.01
Gnosis,4.Thursday,12,1,1,1,1,1,7.987302376,7.987302376,7.987302376,7.987302376,7.987302376
BSC,4.Thursday,12,10,6,8,10,8,6775.489167,615.9535606,297.0679167,1316.40625,263.28125
Flow,4.Thursday,12,850,8,326,691,17,11275.89704,13.26576123,5,700,0.01
Avalanche,4.Thursday,12,83,13,52,131,21,17345.5853,111.1896494,28.36666667,1494.85875,0.241116667
Polygon,4.Thursday,12,517,25,288,1607,77,13549.1602,8.276823577,3.616567,685.3394465,0.891600958
Solana,4.Thursday,13,3882,8,736,3455,251,143737.603,37.02668804,1.501657937,5162.080705,0.01352845
Algorand,4.Thursday,13,148,3,64,148,26,6920.076085,46.75727085,8.672063986,3763.676042,0.022139271
Polygon,4.Thursday,13,456,23,302,1130,62,11081.80773,9.627982392,5.5427515,411.3844963,0.891600958
Gnosis,4.Thursday,13,5,1,5,5,1,52.17237935,10.43447587,9.986627126,17.99392275,0.199932475
Flow,4.Thursday,13,1024,6,377,859,17,14674.53713,14.33060266,3,1300,0.01
Ethereum,4.Thursday,13,2228,8,1799,2586,289,1097872.601,335.1259467,43.39,81208.86,0.01
Optimism,4.Thursday,13,240,1,180,253,35,3594.47,12.74634752,12.88,90.19,0.13
BSC,4.Thursday,13,23,9,16,77,9,42394.545,550.5785065,297.0679167,2079.475417,263.28125
NEAR,4.Thursday,13,23,1,10,21,2,201.7125443,8.770110623,0.036634189,120.5072018,0.019418875
Avalanche,4.Thursday,13,52,17,47,83,29,9489.685499,99.8914263,16.12491667,3855.958333,1.26195
Arbitrum,4.Thursday,13,359,4,332,492,46,44942.4098,85.6045901,11.95182239,8455.535676,0.064129354
Arbitrum,4.Thursday,14,338,5,314,370,37,6262.668622,16.78999631,12.8185187,518.8825222,0.004486482
Ethereum,4.Thursday,14,2739,7,2156,2758,293,2627674.017,678.985534,50.96,187282.41,0.12
Flow,4.Thursday,14,1099,6,458,936,16,18582.75374,16.90878411,5,1000,1
Optimism,4.Thursday,14,238,1,206,198,34,4431.430383,17.8686709,12.74,248.52,0.12
Avalanche,4.Thursday,14,70,13,51,106,32,6582.187206,58.76952863,33.12875,528.4854167,0.13589625
Polygon,4.Thursday,14,517,23,309,1526,66,16019.40478,10.20344253,5.4248505,495.7301328,0.891600958
Algorand,4.Thursday,14,117,4,58,113,31,1792.287692,15.31869822,4.430068094,147.4475438,0.044297344
BSC,4.Thursday,14,26,10,21,83,14,42808.44458,497.7726114,563.4016667,2253.606667,263.28125
NEAR,4.Thursday,14,36,2,14,34,5,73.77080108,2.049188919,0.730859222,16.80136142,0.019418875
Gnosis,4.Thursday,14,2,1,2,2,1,22.02515563,11.01257781,11.01257781,18.99358513,3.0315705
Solana,4.Thursday,14,2856,8,735,2472,255,143736.7598,50.32799712,4.73495746,4763.017453,0.029125698
BSC,4.Thursday,15,25,9,18,38,14,26934.89042,690.6382158,563.4016667,2817.008333,263.28125
Arbitrum,4.Thursday,15,265,7,234,303,42,10052.14236,32.01319223,2.368425379,1206.83624,1.28259E-06
Algorand,4.Thursday,15,122,4,48,119,24,2452.104924,20.09922069,4.890098583,489.4734167,0.110696354
Flow,4.Thursday,15,1319,9,499,1158,20,35125.26835,26.63022619,4,9500,1.1376E-05
Solana,4.Thursday,15,4422,8,828,4009,280,211621.065,47.85641452,1.488129488,6087.802449,0.029125698
Polygon,4.Thursday,15,394,16,231,1336,66,31542.48018,23.36480013,6.241206708,547.9099005,0.891600958
Optimism,4.Thursday,15,285,1,208,294,37,3456.202761,10.56942741,8.84,93.41,0.12
Ethereum,4.Thursday,15,2857,8,2222,2828,289,2479646.084,618.5198513,56.04,179198.31,0.04
NEAR,4.Thursday,15,48,1,22,46,8,198.673775,4.139036979,0.840068071,50.40408425,0.019418875
Avalanche,4.Thursday,15,66,11,47,130,33,43970.83675,335.6552424,70.91666667,1449.56,0.000140217
Solana,4.Thursday,16,5257,7,1068,4842,307,275128.5898,52.31576152,0.812167364,6155.444699,0.013765549
NEAR,4.Thursday,16,24,3,12,24,6,158.3498218,6.597909243,2.613951757,20.65837746,0.001721531
Optimism,4.Thursday,16,200,1,169,206,29,3828.24,16.50103448,12.48,228.57,0.12
BSC,4.Thursday,16,18,7,9,31,7,18745.00125,604.6774597,297.0679167,1782.4075,263.28125
Flow,4.Thursday,16,1238,8,510,1063,18,16909.78927,13.65895741,4,999,1
Polygon,4.Thursday,16,357,21,243,1207,62,12724.03613,10.48108412,4.618959583,1891.085633,0.891600958
Avalanche,4.Thursday,16,65,8,45,88,31,9013.429345,100.1492149,41.067,1584.448333,0.141833333
Ethereum,4.Thursday,16,3492,7,2525,3606,314,4502201.918,862.6560488,48.89,1026014.56,0.06
Algorand,4.Thursday,16,199,5,50,196,55,831.426022,4.178020211,0.736657492,77.48744792,0.000442785
Arbitrum,4.Thursday,16,260,6,235,361,38,15224.08371,41.03526606,7.744876795,1994.463477,0.009992684
Flow,4.Thursday,17,1164,5,511,998,18,26225.19553,22.53023671,5,1699,0.111202696
Polygon,4.Thursday,17,691,17,328,2268,111,22481.29533,9.644485341,4.618959583,489.6097158,0.891600958
Arbitrum,4.Thursday,17,241,5,232,270,34,30353.60316,112.0059157,1.40735959,5119.357254,0.012818519
Solana,4.Thursday,17,4701,8,997,4589,302,181906.7766,38.6871069,1.004885044,6290.729197,0.029125698
Avalanche,4.Thursday,17,74,10,43,158,28,224202.8264,1410.080669,141.8333333,3605.718592,0.268772583
NEAR,4.Thursday,17,6,2,6,6,5,195.2347566,32.53912609,19.62545858,80.6465348,0.672054457
Ethereum,4.Thursday,17,3355,7,2467,3284,281,2025422.897,425.1517416,37.515,111729.97,0.01
BSC,4.Thursday,17,7,6,6,8,6,2718.805417,339.8506771,289.384375,526.5625,263.28125
Optimism,4.Thursday,17,121,1,97,124,26,3169.21,23.82864662,12.52,1251.84,0.13
Algorand,4.Thursday,17,65,4,40,65,28,972.8977436,14.96765759,4.649997458,178.5293667,0.0442243
Algorand,4.Thursday,18,93,4,45,93,26,3029.624104,32.57660326,11.01526192,401.691075,0.085902585
Gnosis,4.Thursday,18,1,1,1,1,1,2.24336217,2.24336217,2.24336217,2.24336217,2.24336217
NEAR,4.Thursday,18,16,1,14,11,6,172.6533559,10.79083474,0.019418875,67.13972673,0.019418875
Arbitrum,4.Thursday,18,234,5,220,254,33,111466.5335,438.8446201,2.193223912,61080.44398,0.015391045
Ethereum,4.Thursday,18,2832,7,2213,3223,303,2259654.365,501.2542957,38.16,124279.65,0.01
Avalanche,4.Thursday,18,64,11,43,84,27,12672.32682,149.0861979,30.84766667,5177.649478,0.754979167
Polygon,4.Thursday,18,1256,17,852,2334,120,39255.63107,14.48547272,5.4248505,361.6567,0.891600958
BSC,4.Thursday,18,14,6,13,14,7,4433.639583,316.6885417,263.28125,891.20375,263.28125
Flow,4.Thursday,18,1308,9,538,1134,21,23591.21813,18.03609949,5,1450,9.94986E-06
Optimism,4.Thursday,18,164,1,127,160,29,2102.320115,11.94500065,12.43,175.75,0.35
Solana,4.Thursday,18,3925,8,942,3784,329,209715.0172,53.36259981,0.536856393,6087.802449,0.01352845
Ethereum,4.Thursday,19,3365,7,2417,3457,288,1871478.792,354.1114081,31.3,83108.99,0.01
BSC,4.Thursday,19,15,5,13,16,6,6193.667917,364.3334069,263.28125,891.20375,263.28125
Polygon,4.Thursday,19,600,20,320,1558,115,22402.64923,14.06318219,6.32899225,2052.665639,0.891600958
Flow,4.Thursday,19,1373,7,527,1200,18,20782.50811,15.13656818,3,1700,9.07616E-06
Algorand,4.Thursday,19,87,5,52,87,29,1532.406158,17.61386388,11.38124713,265.67125,0.111804016
Avalanche,4.Thursday,19,66,15,40,161,35,25193.81106,152.689764,30.19916667,2012.774458,0.014021667
Optimism,4.Thursday,19,96,1,83,97,38,1584.47,14.14705357,12.77,86.86,0.13
Solana,4.Thursday,19,3716,8,879,3611,314,194135.3897,52.11688315,0.676422494,13765.54855,0.028624035
Arbitrum,4.Thursday,19,222,3,211,243,41,60294.45386,246.0998117,7.69111122,15131.17768,0.076911112
Gnosis,4.Thursday,19,1,1,1,1,1,2.499155937,2.499155937,2.499155937,2.499155937,2.499155937
NEAR,4.Thursday,19,25,3,20,18,6,204.1293796,8.165175182,0.206583775,146.1580205,0.018951936
Avalanche,4.Thursday,20,61,10,37,75,26,6463.627536,86.18170047,31.26551233,1887.447917,0.709166667
Algorand,4.Thursday,20,127,3,57,175,29,1915.111169,10.69894508,5.579042708,369.3326273,0.19407621
Polygon,4.Thursday,20,486,19,241,1734,63,18143.61008,10.30301538,5.4248505,157.0446258,0.891600958
Optimism,4.Thursday,20,92,1,55,110,22,1793.32,15.32752137,3.6,450.39,0.13
BSC,4.Thursday,20,27,7,20,31,11,26547.76542,737.4379282,297.0679167,3098.709167,263.28125
Ethereum,4.Thursday,20,3622,7,2650,3507,291,2359058.602,412.6392517,36.93,541356.51,0.01
Flow,4.Thursday,20,1536,6,584,1372,19,25438.83171,16.5617394,4,1250,0.01
NEAR,4.Thursday,20,18,1,12,11,3,126.0954373,7.005302072,0.019418875,118.7856704,0.019418875
Solana,4.Thursday,20,2926,8,927,2838,340,235764.0223,80.57553735,3.096662179,6155.444699,0.028624035
Arbitrum,4.Thursday,20,192,4,180,206,30,2467.494589,11.97812907,2.715372494,256.0249758,0.07479238
NEAR,4.Thursday,21,18,2,13,18,7,206.8745905,11.4930328,1.260102106,64.55742955,0.017215315
Optimism,4.Thursday,21,138,1,93,133,28,2045.81,13.63873333,10.2,166.13,0.13
Ethereum,4.Thursday,21,3334,7,2493,3389,323,1497362.045,289.2335416,34.24,177632.27,0.01
Solana,4.Thursday,21,2734,8,905,2433,335,202834.669,74.10839203,13.76554855,5575.047161,0.013765549
Polygon,4.Thursday,21,437,22,258,1658,87,22507.10813,13.39708817,4.458004792,361.6567,0.891600958
Gnosis,4.Thursday,21,1,1,1,1,1,0.099966238,0.099966238,0.099966238,0.099966238,0.099966238
Algorand,4.Thursday,21,173,4,74,159,25,3028.634566,15.06783366,5.579042708,367.1050625,0.176967235
Avalanche,4.Thursday,21,104,11,40,113,22,9753.609337,84.81399424,7.549791667,2790.311667,0.150995833
Arbitrum,4.Thursday,21,199,4,176,209,29,61678.50818,288.217328,3.142338354,20191.49816,0.07479238
BSC,4.Thursday,21,15,8,13,18,11,16668.805,926.0447222,543.4558333,2253.606667,263.28125
Flow,4.Thursday,21,2149,7,862,1985,18,40636.95951,18.90970661,3,1069,0.01
Ethereum,4.Thursday,22,3520,7,2635,3729,282,3786571.486,665.8293452,30.67,205289.74,0.01
NEAR,4.Thursday,22,6,2,2,6,3,21.30412628,3.550687713,0.924074878,15.08762255,0.504040843
Optimism,4.Thursday,22,111,1,71,135,22,1952.58,13.55958333,3.93,86.89,0.13
Algorand,4.Thursday,22,134,4,57,133,28,3493.352722,26.06979643,3.153554855,1328.134857,0.085657848
Arbitrum,4.Thursday,22,123,4,115,134,34,28368.42235,211.7046444,3.110273677,15906.61531,0.053837779
BSC,4.Thursday,22,17,6,13,13,6,10612.53375,624.2666912,281.7008333,2535.3075,263.28125
Solana,4.Thursday,22,3153,8,1037,2719,296,293636.4231,93.01122048,19.88682133,6940.094792,0.013765549
Avalanche,4.Thursday,22,49,11,33,58,21,1844.367169,31.26046049,12.765,364.5633333,0.22649375
Polygon,4.Thursday,22,573,18,352,1654,121,22419.1466,12.559746,5.34960575,797.9828577,0.891600958
Flow,4.Thursday,22,2834,9,1018,2663,18,38453.8826,13.56876591,3,1579,9.89847E-06
BSC,4.Thursday,23,28,10,23,32,13,26133.97042,706.3235248,563.4016667,2535.3075,263.28125
NEAR,4.Thursday,23,9,3,7,9,6,164.1306307,18.23673674,0.504040843,100.8081685,0.018951936
Polygon,4.Thursday,23,500,16,369,1417,99,25159.6121,16.11762467,7.132807667,1042.037282,0.891600958
Flow,4.Thursday,23,2021,7,768,1858,17,22873.41302,11.31786889,3,1450,1
Arbitrum,4.Thursday,23,111,6,98,139,26,6671.236912,47.31373697,17.93056743,501.1852348,0.07479238
Solana,4.Thursday,23,4371,8,1411,3304,281,368370.4164,84.23746086,73.05362939,5850.358132,0.006882774
Algorand,4.Thursday,23,104,5,44,103,48,3320.799841,31.93076771,9.000900188,351.7930135,0.176967235
Avalanche,4.Thursday,23,43,12,39,71,24,8515.027846,113.5337046,17.02,1347.416667,3.019916667
Optimism,4.Thursday,23,65,1,54,70,16,1331.52,17.29246753,12.89,62.23,0.64
Gnosis,4.Thursday,23,1,1,1,1,1,11.10624899,11.10624899,11.10624899,11.10624899,11.10624899
Ethereum,4.Thursday,23,2706,7,2085,3142,297,3335346.65,755.6290553,32.94,254043.9,0.01
Optimism,5.Friday,0,105,1,78,212,17,1527.79,6.613809524,1.49,158.61,0.13
Algorand,5.Friday,0,65,3,31,64,23,1132.897902,17.42919849,4.3795935,241.6116219,0.543680628
Solana,5.Friday,0,3367,8,1103,2790,284,276627.95,82.13418942,25.61482013,8217.746293,0.032613034
NEAR,5.Friday,0,2,1,2,2,2,76.75225827,38.37612913,38.37612913,51.16817218,25.58408609
Polygon,5.Friday,0,367,12,299,1004,67,29758.59507,26.71328103,8.297863875,689.4393293,0.921710333
Flow,5.Friday,0,1654,8,653,1493,17,26892.0277,16.25878338,3.501501502,4200,0.01
Arbitrum,5.Friday,0,74,3,70,83,13,3263.178871,38.84736751,19.23030753,638.339475,0.002028797
Ethereum,5.Friday,0,2508,7,1939,2850,284,2268879.921,592.3968462,38.28,259052.12,0.01
BSC,5.Friday,0,16,9,15,18,11,10362.90333,545.4159649,292.1408333,1130.021667,282.5054167
Avalanche,5.Friday,0,59,5,35,66,18,5889.14664,84.13066628,54.6812,1322.75,1.727090625
Algorand,5.Friday,1,62,4,34,70,22,29571.09503,422.4442147,7.889846306,4507.195833,0.24331075
Flow,5.Friday,1,1535,7,563,1372,17,26615.63925,17.33917866,3,1500,1
BSC,5.Friday,1,8,5,8,14,5,9720.809167,694.3435119,565.0108333,1412.527083,282.5054167
Solana,5.Friday,1,3748,6,1126,3045,240,335397.2601,89.41542526,102.8933175,10975.2872,0.081532584
Polygon,5.Friday,1,413,11,338,1059,82,45659.5302,38.27286689,15.66907567,671.0051227,0.921710333
Ethereum,5.Friday,1,2380,8,1814,2797,252,1187822.813,325.4309076,38.48,80443.81,0.1
NEAR,5.Friday,1,6,1,6,6,2,15.0764675,2.512744583,1.899876493,6.651862383,0.01971663
Avalanche,5.Friday,1,34,7,23,44,13,5949.396377,129.3347039,70.045625,1652.793333,1.8536
Optimism,5.Friday,1,204,1,174,373,18,2232.31,5.277328605,1.57,141.11,0.13
Arbitrum,5.Friday,1,56,3,46,66,21,7921.471217,120.0222912,17.76303646,4954.231669,0.012820205
Arbitrum,5.Friday,2,66,3,58,65,18,14338.27035,214.0040351,3.14095023,5036.7985,0.076600737
Flow,5.Friday,2,1654,8,582,1490,20,21986.70012,13.29304723,4,1225,0.500500501
Avalanche,5.Friday,2,33,10,28,50,18,10552.99144,202.9421431,70.50322067,2029.21875,1.189393333
BSC,5.Friday,2,26,6,16,33,6,39868.72708,1139.106488,1168.563333,2260.043333,282.5054167
Optimism,5.Friday,2,277,1,226,300,30,3396.34,9.56715493,12.72,111.77,0.13
Polygon,5.Friday,2,437,12,362,510,84,13371.90796,20.38400604,9.21984875,156.7374288,0.921710333
Algorand,5.Friday,2,95,5,41,95,24,1536.549691,16.17420728,7.889846306,320.0109042,0.022535979
Gnosis,5.Friday,2,2,1,1,2,1,3.999754029,1.999877015,1.999877015,1.999877015,1.999877015
NEAR,5.Friday,2,8,1,7,8,6,82.97136601,10.37142075,8.633834904,26.21892333,0.85280287
Solana,5.Friday,2,3825,7,842,3628,233,224824.6654,58.77769029,0.54876436,8574.443127,0.02902744
Ethereum,5.Friday,2,2497,7,1893,2848,263,1021247.113,264.1611777,29.305,82385.93,0.03
NEAR,5.Friday,3,7,1,6,7,4,61.47221402,8.78174486,7.675225827,22.39460336,0.019239233
Optimism,5.Friday,3,353,1,311,321,27,4487.336313,10.55843839,12.84,141.24,0.13
Solana,5.Friday,3,4143,7,760,3966,240,211973.8029,51.13963881,0.41157327,6522.606717,0.02902744
Algorand,5.Friday,3,89,5,41,89,28,1567.563778,17.61307615,3.380396875,225.360017,0.243554061
Flow,5.Friday,3,1684,9,567,1522,19,29536.64798,17.53957719,3,1949,0.490490491
Ethereum,5.Friday,3,2717,7,2038,2631,264,1356392.917,348.7767849,54.56,166916.1,0.01
Avalanche,5.Friday,3,60,8,52,88,17,5003.001224,42.04202709,12.926875,1621.9,1.106412056
