Blockchain,Day,Hour,Transfers,Users,Volume,AmountAverage,AmountMedian
Ethereum,1.Monday,0,3849,1901,736289721.6,113362.5437,607.685268
Algorand,1.Monday,0,1142,155,343523.5383,279.7422951,1.502291
Avalanche,1.Monday,0,1207,461,8650397.311,3769.236301,198.846325
Solana,1.Monday,0,81491,1921,20285797.77,129.0280993,0.500173
Polygon,1.Monday,0,20880,5202,28088488.86,936.6888604,0.3
Osmosis,1.Monday,0,85,31,82237.1003,956.2453524,259.880655
Arbitrum,1.Monday,0,4362,1432,19740390.8,3132.400952,101
BSC,1.Monday,0,1065,458,3689775.514,1865.407237,38.21633944
Optimism,1.Monday,0,5482,1182,113511233.4,6904.576238,24.0773325
Axelar,1.Monday,0,44,31,67103.32592,1525.075589,747.522708
Gnosis,1.Monday,0,28,18,4137.658654,118.2188187,5.017532
Flow,1.Monday,0,29,13,16368.88735,409.2221839,250
NEAR,1.Monday,0,41,4,1346.261949,32.83565729,0
Flow,1.Monday,1,110,34,9250.090142,81.1411416,53
Optimism,1.Monday,1,6804,1712,174922502,12037.88466,21.300003
Polygon,1.Monday,1,18246,2777,20011595.99,822.3718249,0.0400895
Ethereum,1.Monday,1,3660,2014,886554615.4,161309.0639,501.3333565
Gnosis,1.Monday,1,29,33,16178.83366,344.2305034,6.200001
Solana,1.Monday,1,20710,1854,8090532.386,232.1929855,1.824256
Algorand,1.Monday,1,920,159,224987.9279,235.5894533,1.5
Arbitrum,1.Monday,1,3926,1542,10790255.25,1936.513865,49.039951
Osmosis,1.Monday,1,39,27,245596.199,6297.338435,200.654667
Avalanche,1.Monday,1,826,409,11980278.76,8569.584238,65
NEAR,1.Monday,1,15,8,2138.963161,142.5975441,25.888872
BSC,1.Monday,1,962,462,6310117.427,3666.541213,22.60119521
Axelar,1.Monday,1,18,18,209405.8277,11633.6571,640.952895
Gnosis,1.Monday,2,22,26,5615.491373,136.9632042,89.573833
Solana,1.Monday,2,22632,1785,9474914.047,243.7904039,2.00034
NEAR,1.Monday,2,19,11,1929.994144,101.5786392,0.10363
Avalanche,1.Monday,2,1619,537,11707562.51,3924.761151,153.050855
BSC,1.Monday,2,1045,483,6993738.545,4005.577632,42.80871868
Algorand,1.Monday,2,2261,194,478479.2186,204.390952,2.267307
Osmosis,1.Monday,2,53,33,82050.6428,1577.896977,204.8168235
Arbitrum,1.Monday,2,5122,1858,13147576.84,1752.075805,87.877294
Optimism,1.Monday,2,10202,2194,164847624.9,7546.931506,22
Ethereum,1.Monday,2,3999,2107,915728113.6,172194.0793,800
Axelar,1.Monday,2,30,29,37000.26022,1233.342007,246.2601855
Polygon,1.Monday,2,21720,3014,29271423.87,934.9801601,0.703747
Flow,1.Monday,2,73,14,30253.63937,302.5363937,314
Gnosis,1.Monday,3,35,33,926.127656,16.53799386,0.999712
Optimism,1.Monday,3,11264,2413,164786493.9,7580.224203,21.725393
Algorand,1.Monday,3,1141,161,2853083.067,2430.224078,21.778273
Axelar,1.Monday,3,35,26,39343.06001,1124.087429,417.083932
Arbitrum,1.Monday,3,4425,1917,16379520.84,2634.210491,47.886526
NEAR,1.Monday,3,17,4,299.094024,17.59376612,18.443969
BSC,1.Monday,3,1014,486,7490530.772,4526.000467,37.28601378
Solana,1.Monday,3,29157,2101,11166517.39,220.1296626,1.180567
Polygon,1.Monday,3,18990,3396,21122749.4,784.6197914,0.25
Ethereum,1.Monday,3,3642,2079,1333265452,267401.8156,995.473764
Flow,1.Monday,3,22,9,78052.87513,2517.834682,347
Avalanche,1.Monday,3,1106,509,8916257.035,4577.134002,99.0573
Osmosis,1.Monday,3,57,25,37550.6599,658.783507,201.366349
Arbitrum,1.Monday,4,5637,2151,15977301.33,1877.473717,90.190208
Osmosis,1.Monday,4,89,28,338976.7509,3852.008534,143.844858
Optimism,1.Monday,4,8871,2067,151583457.7,8545.208734,21.1
Axelar,1.Monday,4,47,26,131247.9304,2792.509158,418.85708
BSC,1.Monday,4,1239,599,7753953.65,3690.601452,49.52251
Solana,1.Monday,4,18320,2101,10664100.62,340.8476563,1.525403
NEAR,1.Monday,4,27,9,4690.295175,173.7146361,28.585602
Ethereum,1.Monday,4,3541,1951,669704491.7,145524.6614,804.0016375
Algorand,1.Monday,4,926,135,452770.9784,477.6065173,3.537936
Avalanche,1.Monday,4,875,460,5082091.157,3431.526777,60.409505
Polygon,1.Monday,4,18652,2978,20027726.71,764.2128711,0.1
Flow,1.Monday,4,20,12,2253.131,112.65655,24.5
Gnosis,1.Monday,4,26,24,5392.106553,122.5478762,2.25141
Algorand,1.Monday,5,686,133,115526.0686,162.4839221,1.5
Solana,1.Monday,5,15166,2143,7175361.238,278.8172232,2.998613
Flow,1.Monday,5,20,14,1094.032486,42.07817252,0
Polygon,1.Monday,5,18130,3127,20479989.59,848.0678117,0.116852
Arbitrum,1.Monday,5,4520,1845,12527596.25,1824.584365,79.849306
Ethereum,1.Monday,5,4377,2845,781221914.4,141167.6752,1126.363625
BSC,1.Monday,5,956,508,6210023.619,3849.983645,38.36794475
Optimism,1.Monday,5,10478,2240,136140255.4,7375.277933,21.181329
Axelar,1.Monday,5,30,21,22318.57355,743.9524516,185.7942195
Avalanche,1.Monday,5,1277,500,8069270.853,3900.082578,92.4465
Osmosis,1.Monday,5,47,21,23657.78046,492.8704262,137.3723255
NEAR,1.Monday,5,16,6,359.157646,22.44735288,24.4250895
Gnosis,1.Monday,5,85,35,8807.987905,58.71991937,1.483562
NEAR,1.Monday,6,19,5,2830.658865,148.9820455,31.079637
Ethereum,1.Monday,6,3245,1907,1139300665,239449.4881,580.5937225
Solana,1.Monday,6,18379,2247,9752275.804,316.5501105,3.439009
Flow,1.Monday,6,22,10,1529.636697,69.52894077,53
Optimism,1.Monday,6,14277,2991,163174173.4,6727.16744,21.63
Arbitrum,1.Monday,6,4973,2274,8072314.022,979.5308849,101
Axelar,1.Monday,6,40,24,13199.18423,329.9796058,125.242618
Osmosis,1.Monday,6,56,20,14331.90141,255.9268109,161.362419
Avalanche,1.Monday,6,1051,453,1647120.906,904.0180602,109.987087
Polygon,1.Monday,6,14785,2981,29766174.24,1513.970512,0.25
BSC,1.Monday,6,991,538,2798906.444,1577.737567,39.79702883
Gnosis,1.Monday,6,62,33,14761.50934,165.8596555,1
Algorand,1.Monday,6,919,103,244556.7082,261.5579767,1.5
Axelar,1.Monday,7,42,33,8464.371179,201.5326471,97.302804
Flow,1.Monday,7,25,8,15335.28362,374.0313078,314
NEAR,1.Monday,7,15,4,2806.961671,187.1307781,30.517038
Solana,1.Monday,7,16056,2356,10098005.88,367.4273506,2.367436
Polygon,1.Monday,7,15382,3414,18114745.98,788.3174193,0.328703
Avalanche,1.Monday,7,930,458,2523479.513,1663.467049,101.734021
Algorand,1.Monday,7,1757,178,1803495.702,1014.33954,0.066667
Arbitrum,1.Monday,7,6014,2741,9161632.871,1057.070829,50
Osmosis,1.Monday,7,51,31,22135.71078,442.7142155,80.6
Ethereum,1.Monday,7,4019,2587,435463757.7,88653.04514,1000
BSC,1.Monday,7,1376,810,14274582.16,7070.124895,85.36656178
Optimism,1.Monday,7,15564,3072,181400333.5,7213.310542,22
Gnosis,1.Monday,7,19,24,3203.502878,91.52865366,4.800001
NEAR,1.Monday,8,46,11,3845.377486,83.59516274,0
Axelar,1.Monday,8,43,35,87426.42782,2033.17274,190.741137
Optimism,1.Monday,8,18449,3689,192950262,6168.683846,22
Algorand,1.Monday,8,506,119,173010.1522,334.6424608,15
Avalanche,1.Monday,8,1178,538,11195665.67,5628.791185,110
Solana,1.Monday,8,20898,2481,14025238.11,400.0581352,4.4028955
Polygon,1.Monday,8,15802,3733,16776250.7,593.7865253,0.788
BSC,1.Monday,8,1326,640,10401959.42,5059.318785,49.90096911
Osmosis,1.Monday,8,87,32,131764.0639,1550.165457,79.884751
Flow,1.Monday,8,51,13,26143.50172,353.2905637,320.5
Ethereum,1.Monday,8,4065,2317,1580198213,303068.3186,1000.000125
Gnosis,1.Monday,8,50,26,9868.730928,124.9206447,5.360597
Arbitrum,1.Monday,8,7131,2959,16858606.79,1465.328708,48
Polygon,1.Monday,9,16498,3492,21004289.07,897.0824751,1
Solana,1.Monday,9,37030,2562,10374424.6,152.4596911,0.50007
Optimism,1.Monday,9,11872,2745,188252292.3,8902.501289,22
BSC,1.Monday,9,1349,662,5771753.892,2578.978504,49.52373369
Axelar,1.Monday,9,24,24,15087.38563,628.6410681,174.162602
Osmosis,1.Monday,9,51,24,20022.70974,392.6021518,79.960428
Flow,1.Monday,9,29,11,20291.5953,494.9169586,449
Arbitrum,1.Monday,9,6109,2283,10760140.17,1152.666327,63.510726
Ethereum,1.Monday,9,3749,2187,1298927288,274963.4394,1007.038047
Gnosis,1.Monday,9,40,34,8859.534639,128.3990527,20.488742
Avalanche,1.Monday,9,1048,474,4521325.809,2396.039114,106.9358
Algorand,1.Monday,9,386,83,247537.2198,615.7642282,10.9902655
NEAR,1.Monday,9,11,5,2426.226909,220.5660826,34.991456
Polygon,1.Monday,10,14037,3226,20196219.92,954.7685868,1.584728
Arbitrum,1.Monday,10,5751,2143,11004652.29,1290.565532,60.542846
Solana,1.Monday,10,13642,2665,24752048.06,1110.305838,2.5
Avalanche,1.Monday,10,1030,458,5569531.343,3400.202285,72.19
Optimism,1.Monday,10,9723,2425,156138600.2,8605.996815,21
NEAR,1.Monday,10,10,2,204.920984,20.4920984,19.052547
Gnosis,1.Monday,10,61,48,31193.07007,318.2966333,30.3416875
Algorand,1.Monday,10,371,116,3262965.047,8609.406456,7.846854
Osmosis,1.Monday,10,67,32,247276.3502,3746.611366,76.277336
Axelar,1.Monday,10,29,25,215480.7755,7430.37157,180
Ethereum,1.Monday,10,4596,2439,679033641,124616.194,793.14
BSC,1.Monday,10,1258,654,6237348.023,2985.80566,40
Flow,1.Monday,10,28,14,4375.468398,136.7333874,247.5
Axelar,1.Monday,11,19,18,56480.70911,2972.668901,940.553748
Flow,1.Monday,11,25,13,24961.21618,832.0405393,1416.5
Algorand,1.Monday,11,716,119,9581201.813,12426.9803,11.927694
Gnosis,1.Monday,11,60,42,60356.47386,520.3144298,13.743453
NEAR,1.Monday,11,17,6,138.762175,8.162480882,2.661804
Avalanche,1.Monday,11,1022,507,4520535.495,2417.39866,72.867303
Optimism,1.Monday,11,14512,3207,157220745.5,6016.406914,21.061899
Arbitrum,1.Monday,11,5813,2273,9019178.338,1102.050139,29.2676215
BSC,1.Monday,11,1383,721,6256357.318,2837.350258,39.81
Solana,1.Monday,11,13028,2579,13784195.04,623.8039118,2.181982
Osmosis,1.Monday,11,23,19,35994.65826,1636.12083,197.3071295
Polygon,1.Monday,11,13965,3271,16293722.62,821.0078916,1
Ethereum,1.Monday,11,4119,2345,668712168.6,126482.347,1000
NEAR,1.Monday,12,25,7,1328.494,53.13976,0
Ethereum,1.Monday,12,4534,2336,1173205899,207097.2462,1040.256284
Avalanche,1.Monday,12,1362,550,10101189.09,4008.408371,138.392898
Algorand,1.Monday,12,841,163,2021216.117,2302.06847,50.518245
Gnosis,1.Monday,12,40,38,29269.67105,380.1255981,95.023167
Flow,1.Monday,12,12,8,4084.787529,204.2393765,158.5
Arbitrum,1.Monday,12,6930,2556,14855230.54,1379.57193,50.3892265
BSC,1.Monday,12,1700,739,7770389.362,2864.131722,48.10874282
Optimism,1.Monday,12,15101,3160,183617228.5,6429.624921,22
Osmosis,1.Monday,12,43,25,23836.51185,567.5359965,200.6057565
Axelar,1.Monday,12,29,25,17476.62564,602.6422633,132.97664
Polygon,1.Monday,12,16079,3529,22464379.14,945.9482542,4.2913375
Solana,1.Monday,12,20105,2868,27739769.12,824.2636574,2.638165
NEAR,1.Monday,13,21,12,3817.073341,181.7653972,0
Optimism,1.Monday,13,12932,2832,197306210.9,7981.319967,21.958195
Solana,1.Monday,13,19145,2999,13427455.9,415.5820459,3.000213
Flow,1.Monday,13,8,7,945.97,118.24625,261
Ethereum,1.Monday,13,4697,2530,838285413.5,136907.6292,1166.413442
Polygon,1.Monday,13,17153,4060,22944254.58,934.0221688,1.677416
BSC,1.Monday,13,1745,789,12806440.15,4117.826414,47.45441329
Axelar,1.Monday,13,31,31,98638.43856,3181.885115,323.086438
Gnosis,1.Monday,13,66,48,2099.03476,17.34739471,2.233857
Arbitrum,1.Monday,13,6741,2599,21693864.48,2199.7429,39.065042
Algorand,1.Monday,13,752,149,888289.7605,1089.926086,18.317732
Osmosis,1.Monday,13,56,38,145292.3666,2594.506546,252.327589
Avalanche,1.Monday,13,1227,571,7575631.033,3597.165733,107.982402
Flow,1.Monday,14,25,12,129242.9541,3590.082059,201
Ethereum,1.Monday,14,5820,3279,1253707686,173956.9426,1220
Avalanche,1.Monday,14,1217,559,9937958.49,4745.92096,115.787492
Osmosis,1.Monday,14,57,34,259678.1263,4477.209074,145.2032
Axelar,1.Monday,14,42,36,270662.7337,6444.350801,252.3599475
Arbitrum,1.Monday,14,7734,2914,28022652.93,2280.118221,49.9660775
Algorand,1.Monday,14,725,160,6819255.131,8972.70412,25.4779405
NEAR,1.Monday,14,20,14,2309.429334,115.4714667,0.79384
Optimism,1.Monday,14,12227,2719,179023467,7320.825511,22
Polygon,1.Monday,14,18974,4738,31456234.52,1089.619818,7.531462
Solana,1.Monday,14,20255,3094,13605455.93,404.9724948,3.0433965
BSC,1.Monday,14,1876,913,42809637.64,14260.3723,98.29159491
Gnosis,1.Monday,14,28,32,17392.55219,354.9500446,42
NEAR,1.Monday,15,40,12,5993.020185,149.8255046,0.281558
Algorand,1.Monday,15,2170,221,9571941.414,4237.247195,0.066667
Flow,1.Monday,15,20,9,1560487.17,57795.82111,309
Avalanche,1.Monday,15,1483,578,5542609.119,2152.469561,117.029051
Ethereum,1.Monday,15,5621,3024,2765902267,381398.5476,1507.467562
Optimism,1.Monday,15,9473,2306,170941587.2,7695.565083,22.162586
Osmosis,1.Monday,15,65,38,48275.13636,742.6944055,205.641068
Gnosis,1.Monday,15,118,53,142298.3117,684.1264987,1.894501
Arbitrum,1.Monday,15,8414,3101,26769147.74,2143.074833,57.577089
Polygon,1.Monday,15,20236,4895,32253747.46,1101.073548,7.333912
Solana,1.Monday,15,27529,3234,25135184.74,532.8524887,1.652703
BSC,1.Monday,15,1865,841,27253841.02,9151.726332,61.49009878
Axelar,1.Monday,15,52,44,32966.02951,633.9621059,53.2926965
Ethereum,1.Monday,16,6148,3711,2991328454,318192.581,1012.5
Algorand,1.Monday,16,710,146,2623095.526,3469.703077,9.221315
NEAR,1.Monday,16,26,8,3549.75267,136.5289488,15.6493895
Arbitrum,1.Monday,16,6406,2507,17134991.8,1766.494,48.794138
Axelar,1.Monday,16,58,47,346494.0489,5680.23031,100
Gnosis,1.Monday,16,184,88,58464.06722,195.5319974,1.979942
Osmosis,1.Monday,16,82,47,244896.5938,2950.561371,49.923561
Solana,1.Monday,16,17989,3011,44949766.47,1534.069365,3
Flow,1.Monday,16,19,10,2234.628351,101.574016,388
Polygon,1.Monday,16,19584,4019,44021350.48,1553.00044,2
Avalanche,1.Monday,16,1123,509,73719967.65,41369.22988,100
BSC,1.Monday,16,1907,952,21848324.51,7363.776378,89.95128049
Optimism,1.Monday,16,8619,2176,177467307,9353.18367,23.1
Avalanche,1.Monday,17,1129,503,16414804.35,8580.660925,70
Osmosis,1.Monday,17,78,59,208958.7115,2645.046981,30.779696
NEAR,1.Monday,17,11,4,179.250197,16.29547246,17.057799
Ethereum,1.Monday,17,5875,3254,1860541628,245843.2383,856.275557
Axelar,1.Monday,17,61,56,22015.08387,349.4457756,10
Solana,1.Monday,17,22977,3032,11650969.83,305.6392925,4.3066175
Gnosis,1.Monday,17,74,57,66546.30412,452.6959464,5.165612
Algorand,1.Monday,17,1047,136,245096.1589,227.9964268,9.642292
Polygon,1.Monday,17,18954,3953,24525677.54,947.5959176,1.6647685
Flow,1.Monday,17,15,10,488082.4545,22185.56611,393.5
Arbitrum,1.Monday,17,6185,2389,13226885.37,1433.497927,51
BSC,1.Monday,17,1946,1103,27427134.3,8387.502844,100.9749395
Optimism,1.Monday,17,11787,4163,169630018.1,7165.245335,35.07525
Optimism,1.Monday,18,10293,3551,173943327.4,8076.863271,30.967999
Algorand,1.Monday,18,1795,165,7391237.341,4047.775105,5.0273925
Avalanche,1.Monday,18,1003,441,12124588.52,7182.813104,100
Flow,1.Monday,18,21,10,3424.795609,142.699817,260
NEAR,1.Monday,18,26,9,4666.589635,179.4842167,34.4143925
Polygon,1.Monday,18,19740,3639,19885788.37,750.6337149,0.622249
Arbitrum,1.Monday,18,5379,2112,19621677.65,2259.000421,84.0839595
BSC,1.Monday,18,1777,853,16285365.58,5143.829935,101.0015603
Osmosis,1.Monday,18,107,61,723992.7061,6895.168629,202.790553
Gnosis,1.Monday,18,63,55,226609.7806,28.1502833,0.6487575
Axelar,1.Monday,18,65,59,602611.803,8994.206015,85
Solana,1.Monday,18,15837,2856,123724138.5,4639.945191,3.854982
Ethereum,1.Monday,18,5283,2867,1313310874,193219.1958,855.440295
NEAR,1.Monday,19,16,10,335.437779,20.96486119,7.5428715
Ethereum,1.Monday,19,5150,2830,847988525.5,128893.2247,998.218226
Axelar,1.Monday,19,94,78,165813.2472,1727.221325,27.2732635
Osmosis,1.Monday,19,111,67,328036.5286,2982.15026,80.691716
Flow,1.Monday,19,27,7,11926.85706,290.8989527,308
Arbitrum,1.Monday,19,6110,2229,11090760.51,1099.837417,100.158354
Avalanche,1.Monday,19,1355,441,15469699.47,6405.67266,193.741409
Polygon,1.Monday,19,20201,3786,33148212.9,1123.325524,6.067264
Algorand,1.Monday,19,2021,175,599094.2377,283.6620444,4.205929
Solana,1.Monday,19,33412,2857,15045777.29,245.4690067,1.000289
BSC,1.Monday,19,2038,926,15665098.79,4032.20046,100.7367536
Gnosis,1.Monday,19,95,87,38159.14386,237.0133159,25.989924
Optimism,1.Monday,19,9104,3257,191957294.6,9615.653691,40.31299
Polygon,1.Monday,20,15474,3516,37289052.06,1642.761886,9
Algorand,1.Monday,20,816,154,5973397.839,6953.897368,3
NEAR,1.Monday,20,17,8,762.636721,44.86098359,12.813846
Solana,1.Monday,20,25675,2654,13159173.09,284.6765406,1.000006
BSC,1.Monday,20,1838,845,7837724.866,2160.938756,100.6045863
Optimism,1.Monday,20,7363,2569,182395401,11309.23866,31.031
Arbitrum,1.Monday,20,5320,2009,11198115.51,1336.290633,90
Avalanche,1.Monday,20,951,409,13851770.04,9228.361122,133.499931
Ethereum,1.Monday,20,4332,2426,1450080728,260571.5595,985
Axelar,1.Monday,20,59,55,61159.52621,1036.602139,29.849012
Flow,1.Monday,20,14,7,1328.429052,94.88778943,19
Osmosis,1.Monday,20,67,53,23764.21194,360.0638173,50.3616395
Gnosis,1.Monday,20,221,95,12909.71153,43.32117964,2.461762
NEAR,1.Monday,21,15,4,2471.540001,164.7693334,0
Osmosis,1.Monday,21,51,31,203552.035,3991.216372,100
Ethereum,1.Monday,21,5083,2819,1395847490,209178.404,999.99999
Solana,1.Monday,21,37256,2460,30730643.87,439.6058061,0.5
Algorand,1.Monday,21,1374,136,442047.7579,313.9543735,1.190675
Avalanche,1.Monday,21,1231,470,87461036.29,43621.46449,149.430374
Axelar,1.Monday,21,34,30,130660.7123,3842.962126,21.0823755
Optimism,1.Monday,21,5325,1369,178406919.1,12506.61894,23
BSC,1.Monday,21,1437,675,10376992.41,4213.151608,89.77135252
Arbitrum,1.Monday,21,4759,1741,19563886.44,2644.125752,99.697176
Polygon,1.Monday,21,16722,3674,34519717.99,1382.392295,8.114982
Gnosis,1.Monday,21,156,76,4467.499807,22.11633568,2
Flow,1.Monday,21,17,7,10357.52232,369.9115114,370
Axelar,1.Monday,22,60,52,14087.59447,234.7932412,78.8652095
Avalanche,1.Monday,22,811,392,1700013.781,1280.130859,80.721368
BSC,1.Monday,22,1189,543,2593078.192,1311.622758,69.96333948
Gnosis,1.Monday,22,69,57,188055.0964,22.97277014,0.661511
Osmosis,1.Monday,22,78,39,430709.938,5383.874225,97.9229555
Solana,1.Monday,22,23284,2133,11741637.47,274.6581863,0.5008655
Polygon,1.Monday,22,13575,2726,17715307.34,938.3604714,2.803869
Ethereum,1.Monday,22,4512,2587,881934497.5,151613.2882,770
Algorand,1.Monday,22,594,140,164025.9303,261.6043546,4.5
NEAR,1.Monday,22,14,5,3229.605764,230.686126,33.8727095
Optimism,1.Monday,22,5042,1209,169543637.1,15179.84037,21
Flow,1.Monday,22,12,9,93958.66333,6263.910889,299
Arbitrum,1.Monday,22,3322,1300,9090645.47,1778.991286,50
Gnosis,1.Monday,23,85,63,1660158.156,11528.87609,10
NEAR,1.Monday,23,17,5,1700.002176,100.000128,26.251538
Avalanche,1.Monday,23,749,357,22512093.34,18543.73422,103.567885
Solana,1.Monday,23,19368,2094,8714424.531,257.0399236,2.750639
BSC,1.Monday,23,1055,547,5088385.125,2606.754675,83.68713998
Flow,1.Monday,23,12,5,598.8844557,49.90703797,53
Optimism,1.Monday,23,4069,999,184689124.5,19710.68565,23
Algorand,1.Monday,23,1711,146,106918.4017,61.65997792,0.066667
Ethereum,1.Monday,23,4064,2427,898713647.7,168487.748,800
Arbitrum,1.Monday,23,2975,1152,8420748.545,1866.714375,85.773583
Polygon,1.Monday,23,13840,2449,17148510.11,885.5871777,1.446823
Axelar,1.Monday,23,58,45,63113.20126,1088.158642,404.5984385
Osmosis,1.Monday,23,87,50,59205.05287,696.5300337,201.825013
Arbitrum,2.Tuesday,0,3251,1179,12307964.7,2491.995282,100.012143
BSC,2.Tuesday,0,1196,560,14869268.73,6823.895698,100.0164541
Polygon,2.Tuesday,0,16761,4409,19973576.53,836.9401438,1.422916
Algorand,2.Tuesday,0,527,142,1244217.877,2241.834012,14.385353
Flow,2.Tuesday,0,12,7,6853.029959,360.6857873,376
Avalanche,2.Tuesday,0,819,372,12717396.85,8930.756218,121.8730325
Ethereum,2.Tuesday,0,3916,2218,409993036.9,78257.88068,800
Gnosis,2.Tuesday,0,38,38,2563.08707,40.68392175,2.286066
NEAR,2.Tuesday,0,15,4,284.803033,18.98686887,22.239279
Axelar,2.Tuesday,0,42,37,45485.63782,1082.991377,194.5084575
Optimism,2.Tuesday,0,4353,1032,180828745,15161.29329,25.46883
Osmosis,2.Tuesday,0,56,35,46445.26162,829.3796718,146.6101545
Solana,2.Tuesday,0,17648,1905,8024842.773,259.4349791,2.001137
Optimism,2.Tuesday,1,5657,1439,176738053.8,14301.50945,21.688331
Solana,2.Tuesday,1,18971,1977,7725014.058,241.0902584,1.435282
Ethereum,2.Tuesday,1,3566,1975,769965069,157007.5589,660.1840005
Polygon,2.Tuesday,1,13350,3282,12623858.84,698.4154268,0.987136
Osmosis,2.Tuesday,1,56,31,55254.08797,1004.619781,95.89
BSC,2.Tuesday,1,1069,500,12780498.74,6830.83845,65.96198675
Flow,2.Tuesday,1,10,10,1308.359944,93.45428174,18
Algorand,2.Tuesday,1,351,121,122027.5545,321.9724393,10.23567
NEAR,2.Tuesday,1,25,10,1610.163452,64.40653808,18.644742
Gnosis,2.Tuesday,1,20,19,7197.073985,266.5582957,40.009602
Axelar,2.Tuesday,1,46,30,26975.5082,586.4240913,96.070427
Arbitrum,2.Tuesday,1,3599,1335,17184400.51,3229.543415,53.357541
Avalanche,2.Tuesday,1,949,399,87878171.21,57137.95267,110.9708655
BSC,2.Tuesday,2,1160,563,25578713.66,13693.10153,88.5459128
Avalanche,2.Tuesday,2,916,415,6845444.793,4365.717342,102.661046
Arbitrum,2.Tuesday,2,3889,1675,10892239.46,1901.578118,50.965774
Axelar,2.Tuesday,2,32,29,319135.9122,9972.997257,60.342201
Ethereum,2.Tuesday,2,3729,2282,2030306777,403639.5183,919.931951
Algorand,2.Tuesday,2,687,123,3551220.426,5008.77352,0.4
NEAR,2.Tuesday,2,19,7,5475.797435,288.199865,34.185857
Optimism,2.Tuesday,2,9176,2153,153487855.3,8756.723829,21.908618
Polygon,2.Tuesday,2,14364,3682,19761755.06,1029.418923,0.5
Osmosis,2.Tuesday,2,43,36,361860.9915,8415.371895,70.684402
Flow,2.Tuesday,2,12,9,2247.639742,160.5456959,28
Gnosis,2.Tuesday,2,21,20,5521.565383,178.1150124,5.85805
Solana,2.Tuesday,2,20014,1968,10979169.25,314.2292288,3.0009595
NEAR,2.Tuesday,3,10,4,2183.358816,218.3358816,28.009457
Osmosis,2.Tuesday,3,36,25,35347.54811,981.8763365,203.70851
Gnosis,2.Tuesday,3,18,21,8050.636985,251.5824058,16.3318235
Ethereum,2.Tuesday,3,4899,3040,1343924327,214821.6635,1000
Axelar,2.Tuesday,3,27,20,18145.68328,672.0623437,284.874816
BSC,2.Tuesday,3,1710,863,46060384.14,16990.18227,99.67510294
Flow,2.Tuesday,3,8,7,10922.32963,910.1941356,12
Optimism,2.Tuesday,3,14042,2671,171967288.6,7660.354075,21.8
Avalanche,2.Tuesday,3,947,479,11261872.09,6986.27301,128.839642
Arbitrum,2.Tuesday,3,4466,2103,6436322.656,951.8371274,60
Algorand,2.Tuesday,3,595,137,6632961.37,10545.2486,4.99
Solana,2.Tuesday,3,25568,2022,10067875.45,221.8864426,1.000372
Polygon,2.Tuesday,3,17178,2969,16756103.55,751.4621736,0.1
NEAR,2.Tuesday,4,17,7,1891.856644,111.2856849,28.442069
Polygon,2.Tuesday,4,18117,2829,13266708.86,548.3470638,0.178465
Solana,2.Tuesday,4,28241,2052,13208906.63,261.0920248,1.000332
Flow,2.Tuesday,4,8,5,5346.017189,381.8583707,366.5
Ethereum,2.Tuesday,4,4212,2034,1110429970,198930.4855,1000
Optimism,2.Tuesday,4,11521,2559,170240723.8,8366.459791,22
Arbitrum,2.Tuesday,4,3794,1831,5793135.14,1012.078117,71.9556875
Gnosis,2.Tuesday,4,55,38,6549.615177,59.54195616,3.5962445
Axelar,2.Tuesday,4,44,39,97803.9392,2222.8168,52.0005785
BSC,2.Tuesday,4,1439,685,28898295.4,13070.23763,100.0862781
Osmosis,2.Tuesday,4,47,35,129617.3435,2757.81582,124.707046
Algorand,2.Tuesday,4,1096,162,697850.6416,615.9317225,1.148203
Avalanche,2.Tuesday,4,901,383,16440130.49,10647.75291,105.801423
Osmosis,2.Tuesday,5,36,24,59681.42231,1613.011414,168.73865
Algorand,2.Tuesday,5,219,94,57873.85457,247.3241648,2.728279
Solana,2.Tuesday,5,15577,2039,16513204.59,631.1422025,4.59794
NEAR,2.Tuesday,5,16,5,2888.520732,180.5325458,30.0123065
Avalanche,2.Tuesday,5,884,376,36311988.02,26917.70795,126
Gnosis,2.Tuesday,5,54,49,2068.040864,23.77058464,3.780386
Arbitrum,2.Tuesday,5,3972,1754,9839715.254,1749.282712,50
Ethereum,2.Tuesday,5,3597,2031,1291940425,221374.3017,600
Optimism,2.Tuesday,5,13317,2874,180401237.6,7157.075204,21.982774
Polygon,2.Tuesday,5,15435,2632,19174120.12,951.1444078,0.25
Axelar,2.Tuesday,5,21,18,45032.11934,2144.386635,154.251686
Flow,2.Tuesday,5,2,3,1123.914003,374.6380009,365
BSC,2.Tuesday,5,1245,594,40287659.85,19129.94295,99.878316
Optimism,2.Tuesday,6,13861,2951,181090457.4,7492.674807,21.955999
Ethereum,2.Tuesday,6,5723,3959,1264836945,175063.937,300
Arbitrum,2.Tuesday,6,5106,1840,16865803.68,2059.316689,50.005095
Flow,2.Tuesday,6,21,6,11698.1723,377.3603968,362
Solana,2.Tuesday,6,17173,2130,31209404.66,1095.912798,3.002088
Osmosis,2.Tuesday,6,52,30,40122.95957,771.5953763,131.1253155
NEAR,2.Tuesday,6,21,8,2010.275835,95.72742071,22.967298
BSC,2.Tuesday,6,1741,749,48638253.07,17042.13492,103.8159158
Gnosis,2.Tuesday,6,51,38,810348.4117,10662.4791,2.965496
